user_id,experience_id,viewed,liked,shared,bucketlist,purchased,attended,createdAt,score
1,64fc9b6b3d690a3e195ee90a,1,0,0,0,0,0,2023-06-19 17:27:13,0
1,6507ee68313443081a27234a,1,0,0,0,0,0,2023-04-17 17:09:01,0
1,64fc7a953d690a3e195ee83c,1,0,0,0,0,0,2023-07-07 03:12:35,0
1,64fc2511148fd2e0b23d5031,1,0,0,0,0,0,2023-07-28 18:45:59,0
1,64fc2511148fd2e0b23d5031,1,1,1,1,1,0,2023-03-21 13:53:34,4
1,64fc2511148fd2e0b23d5031,1,1,0,0,0,0,2023-09-07 03:22:28,1
1,64fc90f13d690a3e195ee8e0,1,0,1,1,1,0,2023-06-23 04:58:58,3
1,64fc2511148fd2e0b23d5031,1,1,0,0,0,0,2023-04-19 14:16:36,1
1,64fca2693d690a3e195ee94d,1,0,1,0,0,0,2023-07-23 00:18:51,1
1,65285a2e66f321cbd9ef4ba0,1,1,0,0,0,0,2023-10-11 20:43:08,1
1,64fc8bc73d690a3e195ee898,1,0,0,0,1,1,2023-08-20 02:13:04,2
1,64fc3d483d690a3e195ee6a4,1,0,0,0,0,0,2023-09-18 09:23:28,0
1,65083cd6313443081a272366,1,1,0,1,0,0,2023-06-19 04:27:41,2
1,64dfb10e7792cee05d3328d3,1,1,1,0,0,0,2023-05-21 11:22:18,2
1,65083cd6313443081a272366,1,1,0,0,0,0,2023-06-10 06:36:09,1
1,64fc90f13d690a3e195ee8e0,1,0,0,0,0,0,2023-09-12 11:15:22,0
1,64fc8bc73d690a3e195ee898,1,0,0,1,0,0,2023-07-08 03:25:05,1
1,64dfb10e7792cee05d3328d3,1,1,1,1,1,0,2023-04-08 09:57:06,4
1,64fca0063d690a3e195ee937,1,0,1,0,0,0,2023-03-27 21:30:17,1
1,64fc46763d690a3e195ee6c6,1,1,1,0,0,0,2023-09-15 17:00:46,2
1,64dfb10e7792cee05d3328d3,1,0,1,0,1,1,2023-07-06 22:53:26,3
1,65083cd6313443081a272366,1,0,1,0,0,0,2023-11-09 01:33:03,1
1,64fc3d483d690a3e195ee6a4,1,1,1,0,0,0,2023-08-30 08:54:07,2
1,64fca2693d690a3e195ee94d,1,1,1,0,0,0,2023-07-26 01:55:44,2
1,64dfb10e7792cee05d3328d3,1,1,0,1,0,0,2023-05-14 06:55:03,2
1,65285a2e66f321cbd9ef4ba0,1,1,0,0,0,0,2023-04-19 18:56:29,1
1,64fc7f3d3d690a3e195ee882,1,0,1,1,1,0,2023-10-20 20:29:33,3
1,64fca2693d690a3e195ee94d,1,1,1,0,0,0,2023-06-26 00:29:25,2
